"ID","ses","ethnic","district_id","frac_homos","frac_homoe"
"wh27455",3,1,"Brent 005D",0.280038759689922,0.51937984496124
"wm15845",2,1,"Brent 015D",0.379603399433428,0.637393767705382
"wh20193",3,1,"Brent 012C",0.389004149377593,0.366182572614108
"am12643",2,3,"Brent 001B",0.37159372419488,0.682080924855491
"wm4373",2,1,"Brent 011A",0.413972888425443,0.602711157455683
"bl7270",1,2,"Brent 021B",0.385878489326765,0.476190476190476
"bm917",2,2,"Brent 030C",0.334109429569267,0.0931315483119907
"wm839",2,1,"Brent 029D",0.345381526104418,0.188755020080321
"wm1330",2,1,"Brent 009B",0.344339622641509,0.395047169811321
"ah9476",3,3,"Brent 008B",0.437371663244353,0.592402464065708
"am11676",2,3,"Brent 032A",0.29,0.109090909090909
"am21166",2,3,"Brent 010F",0.396201702685003,0.507531106745252
"wh15703",3,1,"Brent 015B",0.354536950420954,0.724976613657624
"wl11914",1,1,"Brent 007D",0.181735985533454,0.416817359855335
"wl14274",1,1,"Brent 021A",0.447257383966245,0.378340365682138
"al11749",1,3,"Brent 021E",0.439620081411126,0.199457259158752
"wh29479",3,1,"Brent 024C",0.290960451977401,0.580979284369115
"wm8615",2,1,"Brent 005A",0.400876232201533,0.465498357064622
"am5883",2,3,"Brent 002D",0.417112299465241,0.32620320855615
"bm3725",2,2,"Brent 004E",0.402162162162162,0.0594594594594595
"wh1835",3,1,"Brent 030A",0.459821428571429,0.716517857142857
"al16201",1,3,"Brent 019C",0.367221735319895,0.724802804557406
"wh21099",3,1,"Brent 032B",0.55960516324981,0.85041761579347
"ah657",3,3,"Brent 029C",0.25,0.615120274914089
"ah16143",3,3,"Brent 016C",0.301724137931034,0.513793103448276
"al10920",1,3,"Brent 001D",0.266272189349112,0.509861932938856
"wl5070",1,1,"Brent 002C",0.270459081836327,0.523952095808383
"am1419",2,3,"Brent 026D",0.363636363636364,0.538894095595127
"bm3010",2,2,"Brent 025E",0.376973073351903,0.361188486536676
"wm13771",2,1,"Brent 028C",0.280289330922242,0.750452079566004
"al12245",1,3,"Brent 013C",0.333604556550041,0.605370219690806
"wm14056",2,1,"Brent 028D",0.280532938564027,0.768319763138416
"ah6052",3,3,"Brent 031F",0.37648927720413,0.158856235107228
"wm12848",2,1,"Brent 004E",0.402162162162162,0.332972972972973
"am5394",2,3,"Brent 003B",0.429137760158573,0.584737363726462
"wm26133",2,1,"Brent 017E",0.354392892398815,0.216189536031589
"wh8176",3,1,"Brent 025C",0.2533748701973,0.490134994807892
"wm14041",2,1,"Brent 028D",0.280532938564027,0.768319763138416
"bl2549",1,2,"Brent 031A",0.360863095238095,0.326636904761905
"am14377",2,3,"Brent 016B",0.390735146022155,0.504531722054381
"al3113",1,3,"Brent 006D",0.174468085106383,0.479787234042553
"wh31",3,1,"Brent 026A",0.221398305084746,0.300847457627119
"am7461",2,3,"Brent 004D",0.354545454545455,0.596969696969697
"am14608",2,3,"Brent 013C",0.355573637103336,0.605370219690806
"am6338",2,3,"Brent 025F",0.345108695652174,0.14945652173913
"wh7588",3,1,"Brent 003B",0.368681863230922,0.391476709613479
"am5715",2,3,"Brent 005B",0.401614530776993,0.412714429868819
"wh4620",3,1,"Brent 010B",0.229426433915212,0.361596009975062
"ah5594",3,3,"Brent 031A",0.264880952380952,0.140625
"wl4829",1,1,"Brent 002B",0.251724137931034,0.529885057471264
"wm27224",2,1,"Brent 009E",0.407494145199063,0.565573770491803
"wl16958",1,1,"Brent 005D",0.26453488372093,0.51937984496124
"al7007",1,3,"Brent 003E",0.220212765957447,0.65531914893617
"wm25577",2,1,"Brent 017B",0.369447453954496,0.292524377031419
"am14684",2,3,"Brent 013C",0.355573637103336,0.605370219690806
"wl7741",1,1,"Brent 031F",0.277998411437649,0.638602065131056
"ah4114",3,3,"Brent 014B",0.240583232077764,0.359659781287971
"wl6964",1,1,"Brent 033A",0.223491027732463,0.635399673735726
"wh19851",3,1,"Brent 007B",0.372168284789644,0.425026968716289
"am14775",2,3,"Brent 013C",0.355573637103336,0.605370219690806
