Electoral wards and divisions Code,Electoral wards and divisions,Ethnic group (20 categories) Code,Ethnic group (20 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E05013518,Central Greenford,-8,Does not apply,-8,Does not apply,0
E05013518,Central Greenford,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E05013518,Central Greenford,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E05013518,Central Greenford,-8,Does not apply,3,L7: Intermediate occupations,0
E05013518,Central Greenford,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E05013518,Central Greenford,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E05013518,Central Greenford,-8,Does not apply,6,L12: Semi-routine occupations,0
E05013518,Central Greenford,-8,Does not apply,7,L13: Routine occupations,0
E05013518,Central Greenford,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E05013518,Central Greenford,-8,Does not apply,9,L15: Full-time students,0
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",-8,Does not apply,35
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",11
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",15
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,L7: Intermediate occupations,12
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,L8 and L9: Small employers and own account workers,5
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,L10 and L11: Lower supervisory and technical occupations,5
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,L12: Semi-routine occupations,10
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,L13: Routine occupations,9
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8,L14.1 and L14.2: Never worked and long-term unemployed,23
E05013518,Central Greenford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9,L15: Full-time students,11
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",-8,Does not apply,18
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",10
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",31
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",3,L7: Intermediate occupations,11
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",4,L8 and L9: Small employers and own account workers,13
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",5,L10 and L11: Lower supervisory and technical occupations,14
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",6,L12: Semi-routine occupations,15
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",7,L13: Routine occupations,10
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",8,L14.1 and L14.2: Never worked and long-term unemployed,12
E05013518,Central Greenford,2,"Asian, Asian British or Asian Welsh: Chinese",9,L15: Full-time students,7
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",-8,Does not apply,260
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",254
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",343
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",3,L7: Intermediate occupations,227
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",4,L8 and L9: Small employers and own account workers,124
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",5,L10 and L11: Lower supervisory and technical occupations,57
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",6,L12: Semi-routine occupations,167
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",7,L13: Routine occupations,184
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",8,L14.1 and L14.2: Never worked and long-term unemployed,162
E05013518,Central Greenford,3,"Asian, Asian British or Asian Welsh: Indian",9,L15: Full-time students,174
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",-8,Does not apply,179
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",63
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",90
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",3,L7: Intermediate occupations,55
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",4,L8 and L9: Small employers and own account workers,60
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",5,L10 and L11: Lower supervisory and technical occupations,10
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",6,L12: Semi-routine occupations,38
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",7,L13: Routine occupations,40
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",8,L14.1 and L14.2: Never worked and long-term unemployed,81
E05013518,Central Greenford,4,"Asian, Asian British or Asian Welsh: Pakistani",9,L15: Full-time students,60
