Electoral wards and divisions Code,Electoral wards and divisions,Ethnic group (8 categories) Code,Ethnic group (8 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,-8,Does not apply,0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,3,L7: Intermediate occupations,0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,6,L12: Semi-routine occupations,0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,7,L13: Routine occupations,0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,9,L15: Full-time students,0
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,211
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",192
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",221
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,116
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,139
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,40
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,106
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,68
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,145
E05011467,Crystal Palace & Upper Norwood,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,84
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,815
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",281
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",559
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,306
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,210
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,111
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,317
E05011467,Crystal Palace & Upper Norwood,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,219
