CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F81479,F81491,F81495,F81499,F81503,F81507,F81511,F81543,F81555,F81559,F81563,F81567,F81571,F81575,F81606,F81615,F81618,F81621,F81624,F81627,F81630,F81655,F81667,F81671,F81675,F81679,F81683,F81687,F81782,F81791,F81794,F81797,F81800,F81803,F81806,F81830,F81839,F81842,F81845,F81848,F81851,F81854,F81878,F81887,F81890,F81893,F81896,F81899,F81902,F81926,F81935,F81938,F81941,F81944,F81947,F81950,F82038,F82047,F82050,F82053,F82056,F82059,F82062,F82086,F82095,F82098,F82101,F82104,F82107,F82110,F82134,F82143,F82146,F82149,F82152,F82155,F82158,F82182,F82191,F82194,F82197,F82200,F82203,F82206,F82230,F82239,F82242,F82245,F82248,F82251,F82254,F82342,F82351,F82354,F82357,F82360,F82363,F82366,F82390,F82399,F82402,F82405,F82408,F82411,F82414,F82438,F82447,F82450,F82453,F82456,F82459,F82462,
,,,,,Age : Age 16 and over - Ethnic group [E][S][W] : White\ English/Welsh/Scottish/Northern Irish/British - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ English/Welsh/Scottish/Northern Irish/British - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ English/Welsh/Scottish/Northern Irish/British - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ English/Welsh/Scottish/Northern Irish/British - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ English/Welsh/Scottish/Northern Irish/British - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ English/Welsh/Scottish/Northern Irish/British - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ English/Welsh/Scottish/Northern Irish/British - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Irish - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Irish - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Irish - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Irish - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Irish - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Irish - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Irish - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Gypsy or Irish Traveller - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Gypsy or Irish Traveller - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Gypsy or Irish Traveller - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Gypsy or Irish Traveller - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Gypsy or Irish Traveller - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Gypsy or Irish Traveller - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Gypsy or Irish Traveller - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Other White - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Other White - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Other White - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Other White - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Other White - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Other White - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : White\ Other White - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black African - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black African - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black African - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black African - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black African - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black African - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Black African - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Asian - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Asian - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Asian - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Asian - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Asian - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Asian - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ White and Asian - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ Other Mixed - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ Other Mixed - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ Other Mixed - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ Other Mixed - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ Other Mixed - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ Other Mixed - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Mixed/multiple ethnic group\ Other Mixed - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Indian - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Indian - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Indian - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Indian - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Indian - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Indian - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Indian - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Pakistani - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Pakistani - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Pakistani - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Pakistani - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Pakistani - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Pakistani - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Pakistani - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Bangladeshi - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Bangladeshi - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Bangladeshi - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Bangladeshi - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Bangladeshi - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Bangladeshi - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Bangladeshi - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Chinese - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Chinese - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Chinese - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Chinese - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Chinese - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Chinese - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Chinese - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Other Asian - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Other Asian - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Other Asian - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Other Asian - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Other Asian - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Other Asian - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Asian/Asian British\ Other Asian - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ African - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ African - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ African - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ African - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ African - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ African - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ African - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Caribbean - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Other Black - NS-SeC (National Statistics Socio-economic Classification) : 1. Higher managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Other Black - NS-SeC (National Statistics Socio-economic Classification) : 2. Lower managerial; administrative and professional occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Other Black - NS-SeC (National Statistics Socio-economic Classification) : 3. Intermediate occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Other Black - NS-SeC (National Statistics Socio-economic Classification) : 4. Small employers and own account workers - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Other Black - NS-SeC (National Statistics Socio-economic Classification) : 5. Lower supervisory and technical occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Other Black - NS-SeC (National Statistics Socio-economic Classification) : 6. Semi-routine occupations - Sex : Total\ Sex - Unit : Persons,Age : Age 16 and over - Ethnic group [E][S][W] : Black/African/Caribbean/Black British\ Other Black - NS-SeC (National Statistics Socio-economic Classification) : 7. Routine occupations - Sex : Total\ Sex - Unit : Persons,
1414,E05000400,Alexandra,Wards and Electoral Divisions,WED,536,1167,863,511,301,559,308,13,42,23,15,16,15,20,0,0,0,3,0,1,1,72,85,63,111,34,47,45,3,2,4,2,1,7,1,2,2,1,0,0,1,1,6,15,10,4,2,6,2,8,6,7,4,3,3,3,85,100,56,41,10,55,17,17,27,15,21,4,19,7,6,8,3,5,3,5,1,28,27,9,14,7,11,11,87,108,79,66,36,118,43,12,25,8,10,4,17,5,4,12,9,1,2,5,2,2,1,1,1,0,0,1,
1415,E05000401,Berrylands,Wards and Electoral Divisions,WED,987,1746,799,448,189,454,261,36,65,19,13,8,12,7,3,3,0,0,0,1,1,136,213,85,123,43,64,38,2,7,4,1,1,5,1,2,3,2,0,0,0,2,11,21,5,7,4,9,3,9,13,6,8,0,2,2,85,57,32,13,10,10,4,9,9,7,4,0,1,2,4,7,6,2,1,3,0,34,29,12,16,2,9,3,35,51,39,25,10,20,16,13,15,9,4,3,15,3,12,9,7,4,4,7,3,3,0,2,0,0,0,1,
1416,E05000402,Beverley,Wards and Electoral Divisions,WED,699,1393,745,419,214,455,267,17,34,33,14,9,17,8,0,0,0,0,0,0,0,101,174,69,131,33,58,67,2,2,5,2,2,3,2,4,3,4,2,2,2,2,20,19,13,5,1,14,3,7,19,9,4,5,4,3,48,86,23,23,9,33,12,20,28,21,14,3,13,6,4,7,4,4,4,2,3,52,50,18,11,8,20,7,142,171,118,97,41,128,47,13,22,12,3,10,17,6,7,15,9,3,4,7,4,0,2,1,1,0,1,1,
1417,E05000403,Canbury,Wards and Electoral Divisions,WED,1372,2116,670,487,243,463,258,50,51,19,25,9,13,15,0,0,0,0,0,0,0,256,321,119,113,39,78,60,8,19,4,0,1,5,4,3,11,3,2,1,2,1,21,33,9,12,1,8,2,11,28,8,5,3,5,6,95,78,26,28,12,28,9,23,14,9,9,6,14,8,6,6,12,4,8,6,1,35,38,21,17,4,12,2,55,91,32,26,13,48,24,10,21,10,8,4,9,4,5,15,8,2,4,1,1,1,10,0,1,0,2,2,
1418,E05000404,Chessington North and Hook,Wards and Electoral Divisions,WED,453,1210,1121,519,441,779,493,12,31,13,11,5,18,8,0,0,0,0,0,1,1,31,72,44,91,25,42,46,2,1,4,6,0,3,0,0,0,1,0,1,0,0,4,9,7,4,1,3,1,3,3,3,5,2,5,2,26,20,18,6,6,13,12,9,7,5,8,1,4,1,1,7,2,1,3,3,1,12,19,8,11,6,9,5,34,42,37,21,10,63,22,10,17,9,0,6,16,10,1,5,7,2,2,6,1,1,1,1,1,2,2,1,
1419,E05000405,Chessington South,Wards and Electoral Divisions,WED,634,1538,1287,692,443,905,595,13,46,20,7,11,26,16,0,0,0,1,0,2,0,42,98,55,58,29,56,50,3,7,5,3,0,6,1,1,3,0,0,0,0,3,8,18,13,3,4,10,2,2,7,4,1,0,2,2,41,33,21,7,3,17,7,10,7,5,6,0,1,1,1,3,1,0,1,1,0,6,15,8,8,3,6,2,37,52,35,15,18,34,19,8,12,7,5,3,8,2,2,12,5,1,3,10,4,1,6,0,1,2,1,1,
1420,E05000406,Coombe Hill,Wards and Electoral Divisions,WED,717,1152,458,442,122,289,163,24,63,18,12,2,12,8,0,0,0,0,0,0,0,230,311,111,141,37,68,56,0,4,2,3,0,11,0,2,4,3,2,2,1,1,11,16,6,14,4,5,2,6,14,8,7,7,10,2,99,103,38,69,1,21,13,39,38,23,17,5,10,10,8,4,2,2,0,2,2,26,39,9,13,4,6,3,108,132,51,73,23,62,38,15,29,9,8,8,12,8,9,17,12,4,3,4,3,1,5,2,5,0,0,5,
1421,E05000407,Coombe Vale,Wards and Electoral Divisions,WED,785,1252,679,421,173,385,226,22,65,17,11,6,16,11,1,0,0,0,0,1,0,119,203,87,130,32,74,45,6,7,4,2,1,1,2,1,4,1,1,0,0,0,8,12,10,2,0,5,1,14,18,8,5,0,6,0,132,93,54,33,12,32,8,33,28,17,15,5,7,5,10,10,5,5,2,3,3,32,26,9,17,4,5,3,181,195,98,86,28,93,35,16,8,2,5,4,8,5,6,15,4,2,1,5,4,3,4,1,2,1,2,2,
